Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
M00376	3-Hydroxypropionate bi-cycle	map05134	Legionellosis	Central metabolism	TCA cycle	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	sdhA, frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ec:1.3.5.1	K00239	NA	NA	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
M00376	3-Hydroxypropionate bi-cycle	map05134	Legionellosis	Oxidative phosphorylation	Succinate dehydrogenase (ubiquinone)	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	sdhA, frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ec:1.3.5.1	K00239	NA	NA	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
M00982	Methylcitrate cycle	map05134	Legionellosis	Carbon fixation	Reductive citrate cycle	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	sdhA, frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ec:1.3.5.1	K00239	NA	NA	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
M00982	Methylcitrate cycle	map05134	Legionellosis	Carbon fixation	3-hydroxypropionate bicycle	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	sdhA, frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ec:1.3.5.1	K00239	NA	NA	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
M00982	Methylcitrate cycle	map05134	Legionellosis	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	sdhA, frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ec:1.3.5.1	K00239	NA	NA	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
M00982	Methylcitrate cycle	map05134	Legionellosis	Central metabolism	TCA cycle	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	sdhA, frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ec:1.3.5.1	K00239	NA	NA	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
M00982	Methylcitrate cycle	map05134	Legionellosis	Oxidative phosphorylation	Succinate dehydrogenase (ubiquinone)	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	sdhA, frdA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	ec:1.3.5.1	K00239	NA	NA	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	map00350	Tyrosine metabolism	NA	NA	NA	hpaF, hpcD	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]	ec:5.3.3.10	K01826	NA	NA	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	map01100	Metabolic pathways	NA	NA	NA	hpaF, hpcD	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]	ec:5.3.3.10	K01826	NA	NA	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	map01120	Microbial metabolism in diverse environments	NA	NA	NA	hpaF, hpcD	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]	ec:5.3.3.10	K01826	NA	NA	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	map01220	Degradation of aromatic compounds	NA	NA	NA	hpaF, hpcD	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]	ec:5.3.3.10	K01826	NA	NA	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
