pathway	zr2502_1_R1	zr2502_10_R1	zr2502_11_R1	zr2502_12_R1	zr2502_13_R1	zr2502_14_R1	zr2502_15_R1	zr2502_17_R1	zr2502_18_R1	zr2502_19_R1	zr2502_2_R1	zr2502_20_R1	zr2502_21_R1	zr2502_22_R1	zr2502_23_R1	zr2502_24_R1	zr2502_25_R1	zr2502_26_R1	zr2502_27_R1	zr2502_28_R1	zr2502_29_R1	zr2502_3_R1	zr2502_30_R1	zr2502_31_R1	zr2502_32_R1	zr2502_33_R1	zr2502_34_R1	zr2502_35_R1	zr2502_36_R1	zr2502_37_R1	zr2502_38_R1	zr2502_39_R1	zr2502_4_R1	zr2502_40_R1	zr2502_41_R1	zr2502_42_R1	zr2502_43_R1	zr2502_44_R1	zr2502_45_R1	zr2502_46_R1	zr2502_47_R1	zr2502_48_R1	zr2502_49_R1	zr2502_5_R1	zr2502_50_R1	zr2502_51_R1	zr2502_52_R1	zr2502_53_R1	zr2502_54_R1	zr2502_6_R1	zr2502_7_R1	zr2502_8_R1	zr2502_9_R1
PWY-5837	0.0	443.7735849056604	0.0	12.000000000000002	0.0	517.7390271344595	478.62	0.0	0.0	91.65645013723696	0.0	0.0	562.4465823847297	247.53000000000003	272.36	0.0	29.581787521079264	14.858064516129032	538.4485422524432	0.0	0.0	0.0	80.65454058852819	62.211604095563146	0.0	702.9999999999999	42.0	586.0	0.0	1056.248213499092	967.1877369423155	892.2437538379361	189.5038774043174	381.7926689576174	613.4706814580031	315.26987871953435	476.8015656481671	237.07963501772235	354.3534700992034	326.7469474633382	720.9957862034688	0.0	794.9270593045613	566.8732075471698	111.00000000000001	0.0	526.046511627907	842.2295053910663	11.326530612244895	604.516759102966	879.0000000000001	691.1465792502239	237.0
PWY-5838	0.0	648.9582805246463	0.0	32.02708439117085	0.0	710.500201644287	741.3850600057799	0.0	0.0	174.52780693550324	0.0	0.0	741.2673379778051	138.65867023761746	0.0	0.0	90.80533309035688	48.78291680012346	665.6371921077254	0.0	0.0	0.0	246.1715186819057	197.7808704876185	0.0	702.9999999999999	126.93014393264907	623.5182926829268	0.0	1117.7124550184426	1266.55915844898	974.7188055576497	476.9329615138626	629.4363748471861	764.5374946927626	564.9693985213161	614.9487424508803	391.95241645953683	563.0497206430084	660.5525965348675	1107.4012206033156	0.0	1186.2369981466734	831.1102633191938	285.7630335678463	0.0	878.8299744357282	1420.3623972549715	36.28376194169369	922.4681975953735	1032.9315227160762	1118.703914985524	342.6801897631599
PWY-5840	0.0	680.2143275069297	0.0	32.041264271653255	0.0	728.7474597313053	741.795075709156	0.0	0.0	175.01875611417316	0.0	0.0	773.779950202207	263.0399534653092	318.0738957199981	0.0	90.94967524685703	48.75270828219809	695.3252494956006	0.0	0.0	0.0	244.49295257629905	197.65990484539034	0.0	674.416881111683	127.80497467520509	595.495108031717	0.0	1104.585478558146	1237.838671467175	890.6508636913376	474.1789972532454	643.3191178997926	772.6789523820358	546.4682261385738	628.0880487021706	388.8079187905207	564.6303597225476	659.0217866207785	1128.6927878249282	0.0	1308.4569947192674	841.9968311347253	285.04579945082713	0.0	893.7816584175929	1428.569744915915	36.28657221610151	914.5475851719142	862.0850123421689	1133.7372557676474	344.05306095396145
PWY-5845	0.0	0.0	0.0	0.0	0.0	454.93062630054226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.7937109819429	0.0	0.0	0.0
PWY-5850	0.0	0.0	0.0	0.0	0.0	454.93062630054226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.7937109819429	0.0	0.0	0.0
PWY-5855	129.75323874151758	537.7784510968368	295.7435924640808	422.10694585113674	0.0	804.9234521625493	658.332078877001	145.57487380818847	1316.693373159042	204.32500581767871	1056.3291997479153	699.6573631997425	744.8412401909382	55.15539127043222	0.0	961.294766961694	316.5586999626338	1069.2343546672005	261.9722637503279	774.2730513915619	358.6038965878065	548.31546318734	758.6120120753366	462.51551891711654	983.7098154477945	781.1111111111111	232.3937552092526	675.1865302079894	230.5366216956977	1074.797935132905	1126.4180918006798	955.598574481846	1121.0805088903583	400.9262101036287	1006.0629581264087	1139.04782021749	728.8799144199397	657.3715136072758	893.0790498217264	1044.8400999982055	467.3677121124404	1428.1237737620468	216.06684189350693	1051.599729531297	802.2305097082208	278.9682863687318	545.4530109696366	1150.2550663098584	444.3587870728273	1108.7473572276608	1249.7324354669718	974.5143038176718	914.6326961397045
PWY-5856	129.75323874151758	537.7784510968368	295.7435924640808	422.10694585113674	0.0	804.9234521625493	658.332078877001	145.57487380818847	1316.693373159042	204.32500581767871	1056.3291997479153	699.6573631997425	744.8412401909382	55.15539127043222	0.0	961.294766961694	316.5586999626338	1069.2343546672005	261.9722637503279	774.2730513915619	358.6038965878065	548.31546318734	758.6120120753366	462.51551891711654	983.7098154477945	781.1111111111111	232.3937552092526	675.1865302079894	230.5366216956977	1074.797935132905	1126.4180918006798	955.598574481846	1121.0805088903583	400.9262101036287	1006.0629581264087	1139.04782021749	728.8799144199397	657.3715136072758	893.0790498217264	1044.8400999982055	467.3677121124404	1428.1237737620468	216.06684189350693	1051.599729531297	802.2305097082208	278.9682863687318	545.4530109696366	1150.2550663098584	444.3587870728273	1108.7473572276608	1249.7324354669718	974.5143038176718	914.6326961397045
PWY-5857	129.75323874151758	537.7784510968368	295.7435924640808	422.10694585113674	0.0	804.9234521625493	658.332078877001	145.57487380818847	1316.693373159042	204.32500581767871	1056.3291997479153	699.6573631997425	744.8412401909382	55.15539127043222	0.0	961.294766961694	316.5586999626338	1069.2343546672005	261.9722637503279	774.2730513915619	358.6038965878065	548.31546318734	758.6120120753366	462.51551891711654	983.7098154477945	781.1111111111111	232.3937552092526	675.1865302079894	230.5366216956977	1074.797935132905	1126.4180918006798	955.598574481846	1121.0805088903583	400.9262101036287	1006.0629581264087	1139.04782021749	728.8799144199397	657.3715136072758	893.0790498217264	1044.8400999982055	467.3677121124404	1428.1237737620468	216.06684189350693	1051.599729531297	802.2305097082208	278.9682863687318	545.4530109696366	1150.2550663098584	444.3587870728273	1108.7473572276608	1249.7324354669718	974.5143038176718	914.6326961397045
PWY-5860	0.0	0.0	0.0	0.0	0.0	344.1852937677705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	514.3984021506843	0.0	0.0	0.0
PWY-5861	0.0	543.6989538433924	0.0	21.570074812967583	0.0	581.6001115909842	563.0516493410998	0.0	0.0	126.15723564875097	0.0	0.0	597.7904471024676	111.48635351137003	0.0	0.0	62.562193843047694	32.79589744704628	590.5410269393894	0.0	0.0	0.0	170.23250523931205	135.84309947334543	0.0	702.9999999999999	88.87377667342358	591.9363241678726	0.0	1075.9389057089966	1175.6013944370877	938.3518353496706	343.5618003976941	489.93498944884857	635.7382520158027	448.96919004754926	508.17002398015734	324.0012316313428	461.36850196228244	494.02801293426546	928.8103643987839	0.0	974.2535666339649	661.1186002346637	199.31034712204368	0.0	715.8065738233427	1169.6697125281157	24.425126565414335	726.5083052896838	895.9320491430304	891.4028175929759	247.94555177442882
PWY-5862	0.0	0.0	0.0	0.0	0.0	344.1852937677705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	514.3984021506843	0.0	0.0	0.0
PWY-5863	0.0	483.74169954768547	0.0	13.695711060948083	0.0	553.9463690709289	517.8207207520426	0.0	0.0	103.38083493645077	0.0	0.0	594.747964702733	263.42536144377357	293.118435241325	0.0	33.678254635722624	16.951297285655	568.0154119916956	0.0	0.0	0.0	91.52889491447357	70.74416251437333	0.0	467.3295292439372	47.84570050897402	481.6858638743456	0.0	890.7005304728714	908.9696786126347	660.3475550593804	212.87921941615332	424.30010762317295	656.1281276873809	344.3380809575382	509.9933848031456	257.78244321882545	383.908956661001	360.1344397078188	764.9075992790354	0.0	854.5501012227455	605.6125073376331	125.38329495499269	0.0	570.5064802298264	896.8693820385575	12.93341537311224	646.3630476798386	720.7568988173456	750.3683193636157	263.67509509957483
PWY-5896	0.0	0.0	0.0	0.0	0.0	454.93062630054226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.7937109819429	0.0	0.0	0.0
PWY-5897	0.0	651.3046863347002	0.0	28.87646189003899	0.0	704.1875434531936	717.8443222882152	0.0	0.0	163.70774382289852	0.0	0.0	745.2998452566696	254.7494549766038	306.3712388437948	0.0	80.84892479299207	42.95439834109232	673.6929894951677	0.0	0.0	0.0	219.96954551944722	175.5205497249943	0.0	702.9999999999999	113.70187637367093	619.1140262361251	0.0	1128.7961573662753	1257.9331911669074	978.8377185369416	437.28034530493693	607.9595853546421	752.5221018051793	535.7538801462439	608.4658939205118	376.8082227036794	543.0190090223862	623.4192796643413	1095.0757291506686	0.0	1260.292727754673	819.0954314470615	260.08993905511926	0.0	859.7112998734424	1369.0739790222563	32.054187873848655	895.2365079804946	1017.8614785992219	1087.945297866669	328.69328666878783
PWY-5898	0.0	651.3046863347002	0.0	28.87646189003899	0.0	704.1875434531936	717.8443222882152	0.0	0.0	163.70774382289852	0.0	0.0	745.2998452566696	254.7494549766038	306.3712388437948	0.0	80.84892479299207	42.95439834109232	673.6929894951677	0.0	0.0	0.0	219.96954551944722	175.5205497249943	0.0	702.9999999999999	113.70187637367093	619.1140262361251	0.0	1128.7961573662753	1257.9331911669074	978.8377185369416	437.28034530493693	607.9595853546421	752.5221018051793	535.7538801462439	608.4658939205118	376.8082227036794	543.0190090223862	623.4192796643413	1095.0757291506686	0.0	1260.292727754673	819.0954314470615	260.08993905511926	0.0	859.7112998734424	1369.0739790222563	32.054187873848655	895.2365079804946	1017.8614785992219	1087.945297866669	328.69328666878783
PWY-5899	0.0	651.3046863347002	0.0	28.87646189003899	0.0	704.1875434531936	717.8443222882152	0.0	0.0	163.70774382289852	0.0	0.0	745.2998452566696	254.7494549766038	306.3712388437948	0.0	80.84892479299207	42.95439834109232	673.6929894951677	0.0	0.0	0.0	219.96954551944722	175.5205497249943	0.0	702.9999999999999	113.70187637367093	619.1140262361251	0.0	1128.7961573662753	1257.9331911669074	978.8377185369416	437.28034530493693	607.9595853546421	752.5221018051793	535.7538801462439	608.4658939205118	376.8082227036794	543.0190090223862	623.4192796643413	1095.0757291506686	0.0	1260.292727754673	819.0954314470615	260.08993905511926	0.0	859.7112998734424	1369.0739790222563	32.054187873848655	895.2365079804946	1017.8614785992219	1087.945297866669	328.69328666878783
PWY-5910	0.0	0.0	0.0	95.96988970770512	0.0	0.0	0.0	0.0	0.0	80.43003499062687	0.0	0.0	0.0	0.0	19.683792801561356	0.0	58.867070046041356	32.84757378287534	0.0	0.0	124.08457918432157	0.0	0.0	121.23035352374475	0.0	0.0	435.4113121561509	0.0	0.0	0.0	314.44094828240634	0.0	0.0	307.2649485061104	0.0	0.0	0.0	0.0	0.0	0.0	145.90297935925386	0.0	0.0	0.0	0.0	0.0	0.0	424.96943573873955	16.303397009061946	168.07931644245753	0.0	0.0	0.0
PWY-5913	284.30219333874896	824.6982200647249	299.17249417249417	555.0253807106599	0.0	945.8940128594403	569.5464466429329	344.84210526315786	1359.7728096676738	722.6562889165629	988.3321678321677	706.8281998631074	1042.4591691501405	345.65113849357857	502.6359585626656	1265.2520515826495	791.458576429405	754.7261561651386	643.4856088521644	747.7223183391004	692.1817847804455	264.5151515151515	1142.684686030986	861.9503524364084	917.8211957492904	802.9383770591824	705.828242074928	709.8250336473754	338.09572301425663	1391.9635366891498	1326.1880944767647	1142.4893239758471	1376.01059602649	1174.3090900733546	1359.5786859562074	1140.2333140811704	922.4750466840175	789.6363926404872	955.7236187996454	873.0751628409141	945.1787823779345	1121.8680783026757	873.026643581552	1048.4921773142112	437.5529480330197	289.24403623767154	735.2588185295368	1284.0836019592193	947.1349353049907	1018.3639588506563	1255.0174597537928	1868.367732850533	1160.3779654201849
PWY-5918	0.0	831.5679892199499	366.9537867875409	416.78297872340426	0.0	1042.3393960364795	1084.9787237927092	242.64014001721847	1235.5893077273258	350.026842423895	584.1849292319363	566.9767051504068	1083.3233800693972	140.37833909814623	0.0	1067.8245342681876	565.6114244759841	1207.8713994033799	710.4315581315052	860.3038694904267	447.8956572188475	0.0	681.0629383272039	683.5504447565648	1011.2719725263858	702.9999999999998	306.3328332537999	660.1484828921886	313.04918032786884	1180.373038565785	1307.4904801061355	993.6117465202225	1224.0638956247521	1196.1289289758922	1166.7470391607096	1152.669188983024	915.5007846110436	671.0182416904518	963.0463413922089	1247.0145435831794	1214.3882444664234	1424.6181553882482	1159.750177754815	679.3994454210736	1233.3080045711754	443.7134554902849	934.2880732301043	1840.2800492252652	699.830628579983	1054.8251846785658	1158.6221110649014	1489.1867647838465	991.149485512179
PWY-5920	0.0	686.4059918809919	0.0	0.0	0.0	770.302540700354	574.02586878548	160.70808495497548	713.857629262613	227.90012187761855	0.0	295.08631578947364	840.5621471528347	73.33556031301451	0.0	618.5319196584297	356.8594935844482	937.1389384513029	429.4975542249059	558.3728662337732	334.16379924618116	0.0	396.348292584303	381.8857005372609	760.7139811636124	0.0	138.49375527362534	0.0	237.8994298699688	719.9559033239107	743.0587271180433	759.7751545601077	700.0825305022105	445.6785606182999	1026.279686703191	213.80497074908416	676.4424859853916	290.6193850061626	646.8752398760314	1020.8998330012315	578.2266659400717	1002.0702395095507	349.0247728331002	368.07488442179766	685.4375678086263	291.8105117671243	547.5775288149973	1334.1986867772744	559.0870657702919	611.4205608432806	225.69172246568638	1117.02814583308	554.9509406323518
PWY-5941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.757282644326146	0.0	0.0	271.0839139985576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5971	0.0	1389.2493632848928	463.1394874748946	1014.9205901823441	0.0	0.0	0.0	551.0111350835328	2280.288581758653	385.0882900983812	709.1706541115675	1154.0161184176638	1192.3512245464542	0.0	0.0	1412.1231945415088	572.6237283021725	1701.576331295643	588.8197073396685	1374.2991755039895	660.1974130805299	0.0	820.3613659464651	843.7314583118304	1288.4383518729458	1311.068274030207	823.5485195470717	1151.296966096519	703.0086852531006	2078.477456859429	0.0	0.0	1525.6338087010697	595.8329848662926	2298.2291324524094	1927.595550747532	1623.277136542548	1270.0338544331512	1939.4241559413806	0.0	0.0	0.0	0.0	854.6884011887399	0.0	0.0	0.0	1935.7019034519565	1223.9114329866234	1443.4432036032063	1826.604366277147	2049.3674407789126	1911.8891617897389
PWY-5973	483.8750387940827	1828.6013930665715	914.6361249907155	1503.2805659972933	336.8458875266914	1781.4560815205987	2073.390685748946	896.2808875047119	2835.8839969891933	1166.3615039333893	1531.675141474327	1233.6945907231127	2131.9443350339257	622.7820000247391	861.0825450721055	2029.8852009814843	1510.0860422951798	2669.0333999736786	1253.7596729205143	2048.878647254213	1677.1583285435154	1079.3849572215831	2158.821839326456	1908.0259165721334	1538.544121543183	1307.1071558288018	1574.7812732242173	1226.5635544422391	1119.4356747406287	2196.280081723728	2286.2986907721634	1649.9443206920917	2519.2102612005556	2205.1973293972205	2618.6276171583654	2170.2288365038808	1905.1371157093677	1323.8139084966394	2093.348806451523	2626.780588607626	2184.655226238742	2663.3197805944287	2205.651784883623	1869.4302690734191	2062.7090759266507	732.8607916885734	1884.4184946038467	3537.835348465787	2045.1694374058593	2529.6354442487996	2373.1865529967718	2988.1768646788073	2375.1258276527915
PWY-5989	0.0	1235.3677416892197	380.4673270735656	920.0036861838897	0.0	0.0	603.6255725496853	451.60425658245265	2099.6662627200853	272.6484999727813	549.460321410953	1053.9708031357943	974.469339003455	0.0	0.0	1298.0199106260452	416.1275105116989	1455.1453149897725	450.3492618968744	1151.3684224628562	488.8828863937619	0.0	626.8939678895348	655.2492313334332	1163.9662677572378	1167.9536357405436	624.1756512506449	1023.2874962269374	556.5204976825604	1969.4778510730325	1843.6976263078604	1485.2509124096146	1295.3535057409824	407.4626212952096	2168.1057816242783	1753.515869420198	1475.6878141159846	1184.624462555024	1808.3658840842	1976.2966516366437	657.6171149339058	2115.6316641165545	312.2076257538439	666.5991467470357	708.1602063779453	329.8575744485349	998.8512842140494	1580.583061446809	997.7698781485278	1251.8865232441494	1737.3643368794703	1811.8016239495976	1757.3349726761671
PWY-6071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.24804155085414	0.0	0.0	136.60013097546795	0.0	0.0	0.0	69.16314066296243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6121	733.5730816774396	1452.6365195027863	703.4393063583815	1141.7359186072688	228.0	1208.6720792743295	1661.623797828882	945.2446523894115	2370.281061046581	1125.5074443986525	1143.26739061441	944.3939988844626	1688.9807123143003	532.7049419262775	708.4379847332056	1856.9515073242517	1329.6288168954923	2098.477946352241	1285.735582535894	1578.4044458920284	1460.8239971087817	1133.8877509217534	1922.9423057779734	1858.6748823040707	1528.6729904193332	1023.8280832888414	1602.2310341360412	1001.116618262123	1045.0907931313266	1548.6997363119199	1557.284589259112	1228.7353747247475	2550.1589051883225	2196.814982557072	1685.4460389301619	1412.8462077798897	1359.2262347506448	850.7974065394213	1332.2319508980308	1896.9431761728683	1644.7990081104522	2057.254996971533	1973.546674497311	1751.5519662765753	1634.5305821665438	828.4168620092859	1452.0946296405816	2695.0233138486583	1845.0472518579002	1860.3999514232348	1636.0114047367058	2683.431689062124	1838.2874488880586
PWY-6122	762.8308476375862	1493.6099603349492	713.7536656891496	1114.7783723934306	228.0	1244.0653354692022	1677.333891943546	932.4800845964046	2343.459828639889	1116.3938527519658	1129.470232959448	910.6043373493977	1666.0073160686036	548.2211310563939	731.7515261503748	1842.8693845542264	1322.4833239118145	2118.3289533107154	1285.5021901942944	1620.767976588629	1498.287964786285	1169.0897571277721	2006.202788832617	1924.4946236559144	1486.938753677454	935.9999999999999	1626.6416996299604	925.609756097561	1028.5372352041932	1453.819972798887	1479.813431326873	1150.4865728586533	2581.7965075389366	2251.274637397099	1675.7544387091582	1381.262274579662	1377.222706786809	835.2707807270507	1311.778134670228	1932.420283337081	1693.7492199020007	2115.2283979448857	2048.291427851308	1764.1256256843662	1682.896813353566	845.3393157599552	1509.27429095215	2719.3277797899314	1838.9127696125215	1811.047170766941	1526.768115942029	2755.592036553525	1804.5235707121362
PWY-6123	628.9125098196499	1309.0	731.6332665330661	1140.0260936300845	283.0083194675541	1142.1606462609348	1575.5273368544088	817.0000000000001	2022.7960067627039	972.5000000000001	1011.2502016277336	862.0	1416.020971687368	478.5299999999999	628.36	1599.0122650944638	1296.7782992769523	2070.2564652131327	1104.67	1607.9586674402497	1478.9528261108137	1201.645503894265	1734.896398934085	1863.541218967927	1454.4900381517593	936.0	1450.9128906428725	899.9999999999999	1045.0455621301776	1353.7379840683122	1416.703014856467	1033.1831555265442	2129.930081890822	2049.1081123987933	1512.36	1362.4043778932796	1228.71	796.0775889357666	1272.046661147395	1764.558903384996	1511.8160697451206	1984.257041023923	1811.754275074725	1322.9613453506072	1731.5226995425085	779.6616583074441	1316.6741134662989	2600.3513379105316	1713.7146539027985	1747.2773034004258	1463.1656804733725	2373.0	1653.7168402436628
PWY-6125	658.9461457233368	1467.071131667548	712.3656046254151	1090.7671693877128	394.37320934908263	1194.558833633205	1531.711592611465	902.9689464766229	2173.8953146686845	1084.820523265259	1263.5983580675718	940.3303903749402	1548.5736038777968	522.885501524469	685.3778672153998	1669.1369120980405	1354.7334574013923	2280.343759930585	1216.691973531436	1901.2388783096192	1592.7397432588289	1214.7643367236528	2023.3990964471438	2138.9164322393112	1459.285218062524	1008.0	1628.3058782871085	964.3090315560391	1047.5294836008375	1485.842402636691	1628.1847139890417	1159.4383784976037	2376.192402156622	1902.3673983081871	1697.9964489905176	1519.9671002733246	1374.541988009653	916.2195555430472	1381.822889760074	1949.9641330784457	1671.4498960778965	2274.8429157994688	2043.5345174294885	1516.9335560981879	1729.9711198357359	767.2911451714967	1508.0035314891113	2809.197157473556	1729.8406851563175	1767.2306875094853	1513.9387602412605	2629.0839366028567	1763.1321347599537
PWY-6126	715.070226628056	1600.0562171574265	786.8660802356112	1211.2785701310254	426.5899143672692	1332.292819366942	1758.342212022486	952.1264110866913	2343.6660593162374	1128.0593560550415	1393.105537988162	1020.9729808107148	1727.1135122327344	577.9333586109909	760.8394974816658	1822.2101393140179	1481.2382646620924	2464.5628068410156	1353.8528714766273	2057.60313594118	1754.2281833342804	1337.3349565159458	2161.640429141497	2366.378581773286	1593.6803881824112	1205.519988623945	1988.2230303571403	1141.86340239592	1152.8219900884076	1755.3121546048624	1893.047889461608	1370.4987095657445	2504.4695714141067	2281.4436240677105	1885.429718883332	1666.3094051639132	1517.4931153513492	1005.2309334900383	1548.84734721242	2132.949572396794	1868.075527243584	2443.6200743674963	2257.404827455348	1719.504731776228	1909.5000076755425	862.1499366009608	1676.1380554832208	3174.2624260602324	1891.4371149643555	2015.5406143844073	1788.0520168896112	2828.667910068364	1968.4029130448387
PWY-6147	592.1747899159664	1445.3341470112593	531.2572420439109	837.7709605521818	283.0083194675541	1035.6447348234256	970.5538496092748	802.7450980392158	2017.6498155028555	799.5437631839894	847.138316265461	974.9784378060018	1455.9163897055669	484.0799364637541	623.3198947638604	1623.7258953716325	1000.9433550704025	1480.3340990401127	1104.67	1446.0644667235717	900.7021528051354	735.4672843080486	1246.8423969599803	1711.9114134442025	1166.5100165542067	1048.4223475140952	1170.473940096139	998.4322508398657	908.0818278427206	1509.8664710411824	1565.3567270561543	1220.2067677286389	1981.500660965136	1444.5462308926901	1670.8242347703865	1508.0414674125625	1385.2250881881123	972.1703175199771	1467.785171249523	1627.159049559555	1305.1332124952564	1564.8702354332506	1543.8846050409043	1185.0492146897266	827.1958073012182	377.03062530661964	1207.5473155658556	1985.964417712527	1199.9775028121485	1387.7641118625268	1397.5130406349988	2438.8348313430633	1531.493478414017
PWY-6151	249.58033064857992	1159.2574889846446	280.56962236567176	538.2865357470316	252.54342984409797	819.3566629051321	705.9043318117479	415.37314285761073	575.1387195379021	413.5491860877299	377.088201363398	395.76776149795467	1093.5298917411021	506.16399872797336	699.9281504025647	345.67438743658397	472.1927667486355	468.4908264209444	836.0073228673841	519.4410338791562	492.8017084983628	186.41835224469662	347.1940894327496	432.1792794473941	381.5769817593878	937.4975999999999	1085.0502122724693	819.6796338672768	752.4707743693417	1458.8885243342424	1320.7241670212234	1107.7340416486377	463.56362271895017	1348.0278384363583	1630.7766634934783	1145.7710864636497	1113.8791723493778	867.5709668517085	1216.1888192548424	649.6405723830903	936.8213127702289	269.7932536085619	951.5293559526508	826.6469242190766	552.8250234779246	57.88199381451581	876.6810809440676	1618.709984325163	549.4940102865438	930.1164377549992	1155.2540615278258	1112.3157870787074	1175.0140128948894
PWY-6163	636.0	1345.2771362586604	703.4393063583815	1118.2235049941626	373.0	1118.665093458699	1510.019759540352	848.038198048578	2108.9566096698945	994.5092583933415	1216.8388301182329	902.5025614486705	1419.5800000000002	478.5299999999999	628.36	1590.6240521686382	1043.0	1904.3300000000002	1104.67	1779.7858875646027	1500.0	1215.9706616729088	1920.58645122845	2058.1886508831267	1387.1186440677966	936.5984654731457	1749.2617696797774	901.5887025595762	1006.324770642202	1378.8656108714072	1529.3292221914985	1040.5198111128661	2201.613672496025	2002.9999999999998	1562.4189912551738	1375.0073429452168	1274.453825611213	827.7179669899191	1304.8987535965557	1792.697522680632	1564.827970302192	1709.2709270927091	1911.17	1432.0	1669.8220963172805	553.0	1438.1141846659089	2561.0	1522.8632171517545	1745.669894186009	1447.47221867416	2408.8890648507404	1686.5766683647478
PWY-6165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.83139467331105	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6167	0.0	0.0	0.0	0.0	0.0	0.0	359.1929003805696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	388.8806555556237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164.99265504606777	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	306.445589414658	0.0	0.0	124.10952738184547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.53192317233065	83.12047899397835	34.749274599014555	0.0	0.0	22.502491601788826	68.4710696676904	61.48378624652051	59.23360204804661	171.53621796956494	308.9720122798734	10.838169905881342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.42925787506674	0.0	181.67705899023156	0.0
PWY-6185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.76916101311929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240.83927599739553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.8799653746273	0.0	0.0	0.0
